code_module,code_presentation,id_student,landmark_day,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,date_registration,total_click_25,active_days_25,distinct_resources_25,no_vle_activity_25,n_opportunity_25,n_submitted_25,n_missing_25,submission_rate_25,avg_score_25,avg_submit_delay_25,no_assessment_opportunity_25,eligible_at_25,target_churn_after_25,final_result,date_unregistration,cohort_status_25
DDD,2014J,609242,25,M,North Western Region,Lower Than A Level,10-20,0-35,N,1,120,-74.0,23.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,73.0,model_eligible
DDD,2014J,609245,25,M,Scotland,HE Qualification,80-90%,55<=,N,0,60,-136.0,253.0,17.0,36.0,0.0,1.0,1.0,0.0,1.0,70.0,-4.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,609556,25,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,N,0,60,-107.0,177.0,14.0,27.0,0.0,1.0,1.0,0.0,1.0,70.0,-2.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,609655,25,M,Ireland,Lower Than A Level,Unknown,0-35,N,0,60,-45.0,60.0,4.0,14.0,0.0,1.0,1.0,0.0,1.0,45.0,0.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,610197,25,M,North Western Region,Lower Than A Level,0-10%,0-35,N,0,60,-88.0,127.0,7.0,10.0,0.0,1.0,1.0,0.0,1.0,85.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,610537,25,M,North Western Region,A Level or Equivalent,50-60%,0-35,N,1,120,-88.0,9.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,65.0,0.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,610622,25,F,East Midlands Region,Lower Than A Level,0-10%,0-35,N,0,210,-149.0,29.0,6.0,6.0,0.0,1.0,1.0,0.0,1.0,75.0,-1.0,0.0,1,1.0,Withdrawn,52.0,model_eligible
DDD,2014J,610828,25,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,0,90,-99.0,110.0,15.0,4.0,0.0,1.0,1.0,0.0,1.0,50.0,-1.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,611013,25,M,South Region,Lower Than A Level,30-40%,0-35,N,0,60,-23.0,48.0,5.0,8.0,0.0,1.0,1.0,0.0,1.0,55.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,611159,25,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,0,60,-30.0,94.0,7.0,35.0,0.0,1.0,1.0,0.0,1.0,80.0,-6.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,611235,25,F,South Region,Lower Than A Level,90-100%,0-35,N,0,60,-79.0,89.0,10.0,18.0,0.0,1.0,1.0,0.0,1.0,90.0,0.0,0.0,1,1.0,Withdrawn,150.0,model_eligible
DDD,2014J,611588,25,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,0,120,-91.0,46.0,10.0,13.0,0.0,1.0,1.0,0.0,1.0,55.0,0.0,0.0,1,1.0,Withdrawn,173.0,model_eligible
DDD,2014J,611790,25,F,South Region,A Level or Equivalent,40-50%,0-35,Y,0,60,-143.0,86.0,12.0,26.0,0.0,1.0,1.0,0.0,1.0,75.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,611800,25,M,East Midlands Region,Lower Than A Level,0-10%,0-35,N,1,60,-73.0,472.0,22.0,43.0,0.0,1.0,1.0,0.0,1.0,70.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,611865,25,M,London Region,A Level or Equivalent,50-60%,0-35,N,1,60,-108.0,26.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,60.0,0.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,611982,25,M,Wales,A Level or Equivalent,0-10%,0-35,N,0,120,-44.0,35.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,75.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,612443,25,F,Ireland,A Level or Equivalent,30-40%,35-55,N,1,60,13.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,612717,25,M,North Region,HE Qualification,Unknown,0-35,N,0,180,-50.0,394.0,18.0,39.0,0.0,1.0,1.0,0.0,1.0,45.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,612979,25,M,South East Region,Lower Than A Level,80-90%,0-35,N,0,60,-60.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,104.0,model_eligible
DDD,2014J,613910,25,M,West Midlands Region,Lower Than A Level,30-40%,35-55,N,1,70,-85.0,59.0,3.0,13.0,0.0,1.0,1.0,0.0,1.0,70.0,0.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,614471,25,F,South East Region,Lower Than A Level,40-50%,0-35,N,1,120,-91.0,46.0,6.0,6.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,221.0,model_eligible
DDD,2014J,614683,25,F,Scotland,HE Qualification,40-50%,0-35,N,0,180,-44.0,169.0,8.0,20.0,0.0,1.0,1.0,0.0,1.0,60.0,0.0,0.0,1,1.0,Withdrawn,53.0,model_eligible
DDD,2014J,614791,25,F,South Region,A Level or Equivalent,80-90%,35-55,N,0,60,-67.0,19.0,3.0,5.0,0.0,1.0,1.0,0.0,1.0,85.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,614930,25,M,London Region,A Level or Equivalent,10-20,0-35,N,1,60,-113.0,187.0,18.0,18.0,0.0,1.0,1.0,0.0,1.0,75.0,-1.0,0.0,1,1.0,Withdrawn,139.0,model_eligible
DDD,2014J,615183,25,F,Wales,HE Qualification,40-50%,35-55,N,0,60,-60.0,253.0,19.0,26.0,0.0,1.0,1.0,0.0,1.0,95.0,-2.0,0.0,1,1.0,Withdrawn,108.0,model_eligible
DDD,2014J,616862,25,F,North Western Region,A Level or Equivalent,30-40%,0-35,Y,1,60,-150.0,115.0,7.0,30.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,51.0,model_eligible
DDD,2014J,617249,25,F,South West Region,A Level or Equivalent,50-60%,0-35,N,0,120,-101.0,203.0,18.0,17.0,0.0,1.0,1.0,0.0,1.0,65.0,-1.0,0.0,1,1.0,Withdrawn,143.0,model_eligible
DDD,2014J,617850,25,M,West Midlands Region,A Level or Equivalent,10-20,0-35,N,1,120,-22.0,214.0,13.0,27.0,0.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,617952,25,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,60,-50.0,312.0,9.0,30.0,0.0,1.0,1.0,0.0,1.0,55.0,-1.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,617993,25,F,North Western Region,A Level or Equivalent,10-20,0-35,N,0,60,-85.0,40.0,3.0,8.0,0.0,1.0,1.0,0.0,1.0,65.0,-1.0,0.0,1,1.0,Withdrawn,149.0,model_eligible
DDD,2014J,618033,25,F,South East Region,A Level or Equivalent,10-20,35-55,Y,0,60,-67.0,269.0,11.0,24.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,149.0,model_eligible
DDD,2014J,618737,25,M,South East Region,A Level or Equivalent,40-50%,0-35,N,0,60,-81.0,196.0,17.0,22.0,0.0,1.0,1.0,0.0,1.0,100.0,-8.0,0.0,1,0.0,Distinction,,model_eligible
DDD,2014J,618989,25,F,South Region,Lower Than A Level,60-70%,35-55,N,0,90,-65.0,805.0,17.0,42.0,0.0,1.0,1.0,0.0,1.0,70.0,-3.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,619055,25,M,South East Region,HE Qualification,20-30%,0-35,N,0,120,-80.0,65.0,5.0,9.0,0.0,1.0,1.0,0.0,1.0,40.0,0.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,619851,25,F,North Region,A Level or Equivalent,80-90%,0-35,N,1,120,-15.0,4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,193.0,model_eligible
DDD,2014J,619907,25,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,N,0,60,-84.0,88.0,5.0,17.0,0.0,1.0,1.0,0.0,1.0,70.0,-6.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,619910,25,F,South Region,HE Qualification,90-100%,35-55,N,0,60,-28.0,518.0,23.0,43.0,0.0,1.0,1.0,0.0,1.0,100.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,621001,25,M,London Region,A Level or Equivalent,10-20,0-35,N,0,120,-24.0,74.0,2.0,18.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,621659,25,F,South East Region,Lower Than A Level,80-90%,0-35,N,1,90,-35.0,135.0,7.0,19.0,0.0,1.0,1.0,0.0,1.0,85.0,-1.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,622246,25,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,90,-81.0,99.0,15.0,18.0,0.0,1.0,1.0,0.0,1.0,85.0,-1.0,0.0,1,1.0,Withdrawn,163.0,model_eligible
DDD,2014J,622384,25,M,Scotland,A Level or Equivalent,80-90%,0-35,Y,1,90,-60.0,40.0,7.0,7.0,0.0,1.0,1.0,0.0,1.0,65.0,-1.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,622555,25,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,0,60,-129.0,103.0,10.0,19.0,0.0,1.0,1.0,0.0,1.0,80.0,-4.0,0.0,1,0.0,Distinction,,model_eligible
DDD,2014J,622597,25,F,South West Region,A Level or Equivalent,30-40%,0-35,N,0,60,-99.0,208.0,12.0,21.0,0.0,1.0,1.0,0.0,1.0,85.0,-1.0,0.0,1,1.0,Withdrawn,171.0,model_eligible
DDD,2014J,622626,25,F,South East Region,A Level or Equivalent,20-30%,0-35,N,1,60,-84.0,14.0,1.0,8.0,0.0,1.0,1.0,0.0,1.0,75.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,623190,25,M,South West Region,A Level or Equivalent,0-10%,0-35,N,0,150,-60.0,59.0,4.0,11.0,0.0,1.0,1.0,0.0,1.0,90.0,-3.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,623223,25,M,West Midlands Region,Lower Than A Level,10-20,0-35,N,0,60,-60.0,120.0,13.0,23.0,0.0,1.0,1.0,0.0,1.0,85.0,-4.0,0.0,1,1.0,Withdrawn,114.0,model_eligible
DDD,2014J,623225,25,F,South West Region,A Level or Equivalent,30-40%,0-35,N,0,60,-129.0,327.0,19.0,24.0,0.0,1.0,1.0,0.0,1.0,75.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,623276,25,F,London Region,Lower Than A Level,40-50%,0-35,N,0,60,-134.0,188.0,9.0,41.0,0.0,1.0,1.0,0.0,1.0,80.0,-2.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,623289,25,F,London Region,A Level or Equivalent,90-100%,0-35,N,0,60,-127.0,182.0,15.0,19.0,0.0,1.0,1.0,0.0,1.0,90.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,623641,25,F,London Region,A Level or Equivalent,0-10%,35-55,N,0,60,-36.0,42.0,7.0,8.0,0.0,1.0,1.0,0.0,1.0,65.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,623864,25,F,London Region,A Level or Equivalent,30-40%,0-35,N,0,60,-60.0,63.0,10.0,14.0,0.0,1.0,1.0,0.0,1.0,75.0,-2.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,623937,25,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,N,0,60,-91.0,208.0,14.0,21.0,0.0,1.0,1.0,0.0,1.0,80.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,623968,25,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,N,0,60,-156.0,170.0,12.0,20.0,0.0,1.0,1.0,0.0,1.0,80.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,624891,25,M,North Western Region,Lower Than A Level,30-40%,35-55,N,0,60,-65.0,409.0,23.0,29.0,0.0,1.0,1.0,0.0,1.0,70.0,-6.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,625283,25,M,South Region,A Level or Equivalent,40-50%,0-35,N,0,60,-116.0,57.0,10.0,15.0,0.0,1.0,1.0,0.0,1.0,85.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,625467,25,M,North Region,Lower Than A Level,Unknown,35-55,N,0,60,-56.0,1698.0,26.0,31.0,0.0,1.0,1.0,0.0,1.0,85.0,-2.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,625502,25,M,Scotland,HE Qualification,10-20,0-35,N,0,120,-109.0,106.0,9.0,18.0,0.0,1.0,1.0,0.0,1.0,70.0,1.0,0.0,1,1.0,Withdrawn,53.0,model_eligible
DDD,2014J,625555,25,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,0,60,-95.0,170.0,14.0,23.0,0.0,1.0,1.0,0.0,1.0,85.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,625765,25,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,0,60,-114.0,37.0,8.0,13.0,0.0,1.0,1.0,0.0,1.0,85.0,-1.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,626132,25,M,South Region,Lower Than A Level,60-70%,0-35,N,0,60,-153.0,510.0,24.0,39.0,0.0,1.0,1.0,0.0,1.0,80.0,-2.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,626179,25,M,Scotland,HE Qualification,0-10%,0-35,Y,0,60,-60.0,70.0,8.0,14.0,0.0,1.0,1.0,0.0,1.0,60.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,626546,25,M,North Region,A Level or Equivalent,20-30%,0-35,N,1,60,-120.0,162.0,17.0,18.0,0.0,1.0,1.0,0.0,1.0,55.0,0.0,0.0,1,1.0,Withdrawn,111.0,model_eligible
DDD,2014J,626630,25,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,120,-29.0,56.0,6.0,11.0,0.0,1.0,1.0,0.0,1.0,90.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,626799,25,M,Scotland,Lower Than A Level,40-50%,0-35,N,0,120,-45.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,150.0,model_eligible
DDD,2014J,627097,25,F,North Western Region,A Level or Equivalent,0-10%,0-35,N,0,120,-144.0,46.0,9.0,13.0,0.0,1.0,1.0,0.0,1.0,70.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,627236,25,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,N,0,60,-24.0,274.0,13.0,23.0,0.0,1.0,1.0,0.0,1.0,85.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,627295,25,M,North Western Region,Lower Than A Level,10-20,0-35,Y,0,120,-29.0,59.0,8.0,14.0,0.0,1.0,1.0,0.0,1.0,70.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,627367,25,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,N,1,60,-25.0,13.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,194.0,model_eligible
DDD,2014J,627416,25,F,South West Region,A Level or Equivalent,50-60%,0-35,N,1,120,-45.0,15.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,95.0,model_eligible
DDD,2014J,627453,25,M,West Midlands Region,Lower Than A Level,20-30%,0-35,N,0,60,-155.0,97.0,10.0,16.0,0.0,1.0,1.0,0.0,1.0,85.0,-3.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,627476,25,F,Scotland,HE Qualification,80-90%,0-35,N,0,190,-74.0,287.0,13.0,28.0,0.0,1.0,1.0,0.0,1.0,75.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,627618,25,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,0,60,-27.0,113.0,9.0,29.0,0.0,1.0,1.0,0.0,1.0,85.0,0.0,0.0,1,1.0,Withdrawn,216.0,model_eligible
DDD,2014J,627695,25,M,London Region,Lower Than A Level,40-50%,0-35,N,0,60,-85.0,86.0,6.0,15.0,0.0,1.0,1.0,0.0,1.0,75.0,2.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,628259,25,F,South West Region,A Level or Equivalent,0-10%,0-35,N,0,120,-29.0,130.0,13.0,18.0,0.0,1.0,1.0,0.0,1.0,70.0,-1.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,628390,25,F,East Anglian Region,HE Qualification,70-80%,0-35,N,0,60,-91.0,308.0,16.0,46.0,0.0,1.0,1.0,0.0,1.0,70.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,628437,25,M,South Region,A Level or Equivalent,80-90%,0-35,N,1,60,-25.0,100.0,11.0,16.0,0.0,1.0,1.0,0.0,1.0,80.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,628519,25,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,N,0,60,-53.0,123.0,4.0,16.0,0.0,1.0,1.0,0.0,1.0,90.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,628593,25,F,London Region,A Level or Equivalent,10-20,0-35,Y,0,60,-39.0,335.0,21.0,32.0,0.0,1.0,1.0,0.0,1.0,70.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,628631,25,F,North Region,A Level or Equivalent,Unknown,0-35,N,0,60,-25.0,73.0,8.0,22.0,0.0,1.0,1.0,0.0,1.0,70.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,628662,25,M,Scotland,Lower Than A Level,40-50%,0-35,N,1,120,-86.0,141.0,10.0,20.0,0.0,1.0,1.0,0.0,1.0,35.0,0.0,0.0,1,1.0,Withdrawn,66.0,model_eligible
DDD,2014J,629309,25,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,Y,0,60,-52.0,894.0,23.0,25.0,0.0,1.0,1.0,0.0,1.0,75.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,629379,25,F,South Region,A Level or Equivalent,60-70%,0-35,N,0,60,-37.0,193.0,9.0,36.0,0.0,1.0,1.0,0.0,1.0,70.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,629703,25,M,South East Region,HE Qualification,50-60%,35-55,N,0,90,-136.0,508.0,23.0,26.0,0.0,1.0,1.0,0.0,1.0,95.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,629878,25,M,South Region,Lower Than A Level,80-90%,35-55,N,0,60,-121.0,166.0,9.0,27.0,0.0,1.0,1.0,0.0,1.0,80.0,-6.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,630328,25,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,N,0,60,-91.0,55.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,65.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,630354,25,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,60,-101.0,61.0,7.0,9.0,0.0,1.0,1.0,0.0,1.0,80.0,0.0,0.0,1,1.0,Withdrawn,178.0,model_eligible
DDD,2014J,630380,25,M,South West Region,A Level or Equivalent,60-70%,0-35,Y,0,60,-95.0,118.0,11.0,14.0,0.0,1.0,1.0,0.0,1.0,65.0,-2.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,630858,25,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,N,0,60,-115.0,159.0,12.0,19.0,0.0,1.0,1.0,0.0,1.0,95.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,630900,25,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,0,60,-31.0,214.0,13.0,31.0,0.0,1.0,1.0,0.0,1.0,70.0,-3.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,631055,25,M,South Region,A Level or Equivalent,80-90%,0-35,N,0,60,-85.0,93.0,5.0,26.0,0.0,1.0,1.0,0.0,1.0,90.0,-2.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,631240,25,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,N,1,60,-39.0,94.0,13.0,9.0,0.0,1.0,1.0,0.0,1.0,65.0,-1.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,631293,25,F,East Anglian Region,Lower Than A Level,30-40%,35-55,N,0,60,-162.0,76.0,7.0,10.0,0.0,1.0,1.0,0.0,1.0,60.0,0.0,0.0,1,1.0,Withdrawn,68.0,model_eligible
DDD,2014J,631336,25,F,West Midlands Region,HE Qualification,40-50%,0-35,N,0,60,-74.0,85.0,7.0,12.0,0.0,1.0,1.0,0.0,1.0,50.0,-3.0,0.0,1,1.0,Withdrawn,109.0,model_eligible
DDD,2014J,631513,25,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,1,60,-45.0,5.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,150.0,model_eligible
DDD,2014J,631603,25,F,South West Region,Lower Than A Level,90-100%,0-35,N,0,90,-31.0,87.0,7.0,26.0,0.0,1.0,1.0,0.0,1.0,90.0,-1.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,631835,25,M,London Region,Lower Than A Level,30-40%,0-35,N,0,120,-51.0,252.0,22.0,33.0,0.0,1.0,1.0,0.0,1.0,55.0,-4.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,631998,25,F,North Region,Lower Than A Level,Unknown,0-35,N,0,60,-84.0,224.0,14.0,39.0,0.0,1.0,1.0,0.0,1.0,85.0,-2.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,632093,25,F,Scotland,A Level or Equivalent,90-100%,0-35,N,1,60,-94.0,438.0,18.0,22.0,0.0,1.0,1.0,0.0,1.0,30.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,632314,25,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,Y,1,120,-99.0,170.0,11.0,26.0,0.0,1.0,1.0,0.0,1.0,45.0,0.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,632645,25,F,South East Region,A Level or Equivalent,40-50%,35-55,N,0,60,-120.0,65.0,8.0,20.0,0.0,1.0,1.0,0.0,1.0,80.0,-2.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,632719,25,M,London Region,A Level or Equivalent,40-50%,0-35,N,0,60,-71.0,29.0,4.0,7.0,0.0,1.0,1.0,0.0,1.0,60.0,0.0,0.0,1,1.0,Withdrawn,152.0,model_eligible
DDD,2014J,632795,25,F,North Western Region,A Level or Equivalent,70-80%,0-35,N,0,210,-88.0,57.0,7.0,8.0,0.0,1.0,1.0,0.0,1.0,70.0,-1.0,0.0,1,1.0,Withdrawn,59.0,model_eligible
DDD,2014J,632831,25,M,Scotland,HE Qualification,50-60%,0-35,N,0,60,-31.0,36.0,5.0,6.0,0.0,1.0,1.0,0.0,1.0,90.0,0.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,632877,25,M,London Region,HE Qualification,30-40%,35-55,N,0,60,-84.0,1525.0,26.0,41.0,0.0,1.0,1.0,0.0,1.0,85.0,-5.0,0.0,1,0.0,Distinction,,model_eligible
DDD,2014J,633237,25,F,North Western Region,A Level or Equivalent,20-30%,35-55,N,0,120,-91.0,64.0,3.0,15.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,26.0,model_eligible
DDD,2014J,633295,25,M,North Region,Lower Than A Level,20-30%,0-35,N,0,60,-122.0,752.0,21.0,32.0,0.0,1.0,1.0,0.0,1.0,95.0,0.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,633331,25,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,N,1,60,-81.0,8.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,633409,25,M,South Region,HE Qualification,90-100%,35-55,N,0,60,-24.0,17.0,4.0,7.0,0.0,1.0,1.0,0.0,1.0,80.0,0.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,633414,25,M,Scotland,Lower Than A Level,60-70%,0-35,Y,0,120,-120.0,114.0,13.0,19.0,0.0,1.0,1.0,0.0,1.0,45.0,-2.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,633475,25,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,Y,0,60,-44.0,194.0,15.0,24.0,0.0,1.0,1.0,0.0,1.0,80.0,0.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,633574,25,F,Scotland,A Level or Equivalent,10-20,0-35,Y,0,120,-109.0,366.0,16.0,46.0,0.0,1.0,1.0,0.0,1.0,75.0,-10.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,633618,25,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,1,90,-60.0,97.0,12.0,21.0,0.0,1.0,1.0,0.0,1.0,95.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,634035,25,M,Scotland,HE Qualification,10-20,0-35,N,0,120,-35.0,141.0,11.0,23.0,0.0,1.0,1.0,0.0,1.0,50.0,-3.0,0.0,1,1.0,Withdrawn,123.0,model_eligible
DDD,2014J,634037,25,M,Wales,A Level or Equivalent,90-100%,0-35,N,0,60,-28.0,68.0,6.0,15.0,0.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,634047,25,M,Ireland,A Level or Equivalent,10-20,0-35,N,0,60,-85.0,124.0,9.0,48.0,0.0,1.0,1.0,0.0,1.0,75.0,-5.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,634305,25,F,Wales,Lower Than A Level,20-30%,35-55,N,0,120,-49.0,243.0,20.0,38.0,0.0,1.0,1.0,0.0,1.0,85.0,-12.0,0.0,1,0.0,Pass,,model_eligible
DDD,2014J,634489,25,F,South West Region,A Level or Equivalent,20-30%,35-55,N,0,90,-92.0,212.0,16.0,42.0,0.0,1.0,1.0,0.0,1.0,75.0,-3.0,0.0,1,1.0,Withdrawn,132.0,model_eligible
DDD,2014J,634508,25,M,London Region,A Level or Equivalent,30-40%,0-35,N,1,60,-30.0,26.0,7.0,3.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,634646,25,M,Scotland,A Level or Equivalent,70-80%,0-35,N,0,60,-30.0,21.0,3.0,5.0,0.0,1.0,1.0,0.0,1.0,70.0,-2.0,0.0,1,0.0,Distinction,,model_eligible
DDD,2014J,634693,25,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,Y,0,120,-161.0,232.0,10.0,32.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,156.0,model_eligible
DDD,2014J,634966,25,F,South Region,A Level or Equivalent,20-30%,0-35,N,0,60,-162.0,67.0,10.0,8.0,0.0,1.0,1.0,0.0,1.0,65.0,-2.0,0.0,1,0.0,Fail,,model_eligible
DDD,2014J,635170,25,F,North Region,A Level or Equivalent,10-20,35-55,N,0,120,-142.0,97.0,14.0,15.0,0.0,1.0,1.0,0.0,1.0,60.0,-13.0,0.0,1,0.0,Fail,,model_eligible
